
date,zone_id,hyacinth_coverage_pct,hyacinth_status,avg_water_temp,avg_pH,avg_TDS,avg_turbidity,avg_DO,avg_air_temp,avg_humidity,total_rainfall,avg_wind_speed,coverage_yesterday,coverage_7_days_ago,rolling_avg_coverage_last_7_days,num_sensors_active,data_completeness_pct
2025-06-11,West,47.5,Warning,23.31,6.96,139.2,32.49,6.4,19.14,60.7,0.11,0.15,46.2,46.8,42.01,2,96.67
2025-06-12,West,54.7,Critical,28.44,6.57,192.6,24.73,6.09,22.94,41.8,5.56,16.33,47.5,39.6,44.17,1,92.34
2025-06-13,West,44.9,Warning,21.14,6.69,201.5,44.34,7.47,29.05,79.7,2.63,5.49,54.7,42.5,44.52,1,87.8
2025-06-14,West,43.9,Warning,27.3,7.76,234.2,16.62,8.37,20.93,68.7,19.08,14.43,44.9,35.2,45.76,1,92.73
2025-06-15,West,43.5,Warning,20.51,6.52,111.9,32.17,8.43,17.29,55.4,9.12,7.38,43.9,42.9,45.85,3,91.93
2025-06-16,West,41.0,Warning,25.5,7.8,180.8,19.45,8.75,23.25,65.8,12.93,17.76,43.5,40.1,45.99,1,80.2
2025-06-17,West,44.8,Warning,26.36,7.83,222.5,44.32,8.62,17.41,76.1,1.33,10.68,41.0,46.2,45.78,4,96.4
2025-06-18,West,41.8,Warning,26.95,7.06,189.8,8.8,7.0,33.2,72.3,4.32,9.33,44.8,47.5,44.97,4,93.05
2025-06-19,West,44.4,Warning,28.46,7.38,186.0,35.28,6.38,21.13,71.6,8.93,15.97,41.8,54.7,43.5,3,89.0
2025-06-20,West,50.4,Critical,25.79,7.52,119.8,45.03,5.06,22.4,41.1,7.86,10.52,44.4,44.9,44.28,2,83.34
2025-06-21,West,39.1,Warning,24.31,6.29,278.0,20.56,5.77,15.51,65.8,12.74,6.81,50.4,43.9,43.58,3,95.83
2025-06-22,West,50.0,Critical,25.96,6.2,269.4,28.9,9.21,26.6,62.4,2.11,3.35,39.1,43.5,44.51,2,89.71
2025-06-23,West,51.2,Critical,20.28,7.01,292.8,22.29,5.19,15.62,55.5,3.2,0.47,50.0,41.0,45.96,3,82.94
2025-06-24,West,44.3,Warning,24.88,6.26,267.1,21.67,6.87,24.48,57.8,19.9,10.91,51.2,44.8,45.89,1,85.77
2025-06-25,West,34.5,Warning,29.61,6.78,177.1,20.32,7.71,18.08,62.1,10.83,15.24,44.3,41.8,44.84,3,96.77
2025-06-26,West,42.3,Warning,23.56,7.65,241.8,12.97,7.54,28.55,49.4,16.61,10.9,34.5,44.4,44.54,1,91.61
2025-06-27,West,52.1,Critical,21.39,6.89,225.2,27.0,7.01,34.88,75.2,12.47,11.39,42.3,50.4,44.78,2,89.23
2025-06-28,West,45.8,Warning,27.31,6.3,270.5,36.99,9.53,17.65,63.7,11.98,7.07,52.1,39.1,45.73,3,97.4
2025-06-29,West,41.1,Warning,21.31,7.58,125.0,40.74,6.38,32.54,77.8,2.98,9.25,45.8,50.0,44.46,4,81.87
2025-06-30,West,43.8,Warning,27.55,6.98,160.5,27.11,7.61,26.25,57.6,12.12,18.37,41.1,51.2,43.41,3,91.55
2025-07-01,West,50.8,Critical,28.66,7.96,181.5,42.24,8.82,26.47,78.2,4.01,2.19,43.8,44.3,44.35,4,80.06
2025-07-02,West,49.6,Warning,26.4,6.6,148.1,19.04,6.28,15.62,78.9,4.41,14.68,50.8,34.5,46.51,2,89.54
2025-07-03,West,45.9,Warning,26.88,7.45,238.5,11.05,6.5,22.17,72.2,5.58,4.21,49.6,42.3,47.03,1,95.87
2025-07-04,West,45.6,Warning,29.91,6.4,298.9,9.04,5.01,15.88,53.7,12.66,1.38,45.9,52.1,46.09,1,95.07
2025-07-05,West,45.7,Warning,27.69,7.32,253.2,43.07,8.07,16.77,59.5,1.55,8.15,45.6,45.8,46.09,2,80.49
2025-07-06,West,43.3,Warning,23.06,7.1,226.4,30.97,8.49,15.12,44.0,17.38,13.63,45.7,41.1,46.39,1,90.01
2025-07-07,West,56.2,Critical,27.95,7.41,110.0,8.28,7.01,20.91,49.3,5.62,16.07,43.3,43.8,48.16,2,83.05
2025-07-08,West,46.8,Warning,22.66,6.04,216.7,42.9,7.74,19.39,41.3,4.29,8.32,56.2,50.8,47.59,1,82.46
2025-07-09,West,54.7,Critical,28.89,7.01,189.9,31.36,8.12,16.44,67.3,4.84,14.28,46.8,49.6,48.32,4,86.06
2025-07-10,West,56.5,Critical,22.9,7.13,124.0,46.26,8.6,23.03,46.3,17.64,16.48,54.7,45.9,49.83,3,81.09
2025-07-11,West,54.2,Critical,27.49,6.64,100.0,28.0,5.23,20.52,68.3,1.25,16.79,56.5,45.6,51.06,1,86.81
2025-07-12,West,47.3,Warning,29.4,6.17,286.2,42.2,5.65,26.3,74.7,11.44,18.14,54.2,45.7,51.29,3,88.68
2025-07-13,West,51.7,Critical,29.1,6.75,292.8,9.02,8.44,24.88,55.5,12.65,14.08,47.3,43.3,52.49,2,82.78
2025-07-14,West,49.8,Warning,22.54,7.75,136.6,17.53,5.65,28.52,77.8,5.38,9.51,51.7,56.2,51.57,3,92.88
2025-07-15,West,45.7,Warning,20.48,6.72,291.4,27.52,7.16,24.15,48.4,7.37,7.4,49.8,46.8,51.41,4,97.18
2025-07-16,West,52.1,Critical,21.86,7.1,183.2,37.38,6.86,32.4,69.2,12.95,15.92,45.7,54.7,51.03,3,92.16
2025-07-17,West,44.8,Warning,22.95,6.27,230.3,38.24,6.58,27.9,55.8,14.26,3.98,52.1,56.5,49.35,4,81.71
2025-07-18,West,56.9,Critical,20.43,7.33,264.7,40.19,7.72,17.0,67.5,4.84,18.22,44.8,54.2,49.74,2,80.39
2025-07-19,West,48.9,Warning,21.24,6.83,198.6,23.19,7.65,26.9,40.4,9.28,19.27,56.9,47.3,49.97,4,87.95
2025-07-20,West,52.5,Critical,27.62,6.91,153.5,14.89,5.66,32.14,63.0,1.53,7.65,48.9,51.7,50.08,1,82.4
2025-07-21,West,53.1,Critical,22.66,6.04,158.7,39.79,7.59,21.96,54.9,0.03,6.0,52.5,49.8,50.56,4,90.97
2025-07-22,West,50.7,Critical,28.79,7.35,209.4,42.34,8.03,20.82,48.3,3.05,17.99,53.1,45.7,51.27,1,84.56
2025-07-23,West,55.2,Critical,22.47,6.97,249.5,26.32,5.29,34.16,77.7,15.7,19.83,50.7,52.1,51.71,2,92.89
2025-07-24,West,50.1,Critical,25.61,7.55,141.0,37.65,8.1,32.92,73.9,6.3,5.52,55.2,44.8,52.47,1,96.22
2025-07-25,West,57.1,Critical,26.36,6.78,234.8,16.7,6.73,33.35,51.6,9.4,17.8,50.1,56.9,52.5,1,93.8
2025-07-26,West,46.3,Warning,26.9,7.86,199.5,15.36,5.22,23.31,52.1,15.22,7.09,57.1,48.9,52.12,2,93.59
2025-07-27,West,53.9,Critical,20.76,6.55,261.4,25.68,7.73,23.66,41.8,3.31,8.91,46.3,52.5,52.32,4,97.95
2025-07-28,West,63.2,Critical,26.74,6.27,299.0,28.73,6.96,28.18,44.4,12.73,9.96,53.9,53.1,53.76,4,94.23
2025-07-29,West,48.7,Warning,29.81,7.14,151.9,24.66,7.97,16.46,64.9,19.62,3.8,63.2,50.7,53.48,3,94.64
2025-07-30,West,50.6,Critical,23.55,7.4,179.0,47.88,9.84,22.86,74.2,15.46,6.2,48.7,55.2,52.84,2,92.81
2025-06-01,South,42.2,Warning,27.71,7.31,130.3,44.41,7.7,20.65,57.0,0.75,2.56,42.2,42.2,42.22,2,90.64
2025-06-02,South,49.6,Warning,25.9,6.12,172.4,37.54,6.0,19.07,40.4,8.75,17.65,42.2,49.6,45.92,2,94.59
2025-06-03,South,54.9,Critical,29.67,6.45,232.6,38.39,9.24,23.45,52.1,6.51,14.25,49.6,54.9,48.92,3,85.43
2025-06-04,South,49.5,Warning,21.25,6.67,299.9,23.26,6.1,30.25,61.7,2.99,7.61,54.9,49.5,49.08,3,90.89
2025-06-05,South,46.5,Warning,27.09,6.33,256.1,31.27,9.76,15.85,50.6,12.03,5.93,49.5,46.5,48.55,1,82.6
2025-06-06,South,48.3,Warning,25.6,7.56,241.7,12.74,9.86,23.98,46.4,3.6,1.96,46.5,48.3,48.5,2,98.42
2025-06-07,South,42.3,Warning,26.95,7.46,272.3,17.33,9.04,18.9,53.8,6.71,19.57,48.3,42.3,47.61,3,82.38
2025-06-08,South,51.8,Critical,27.65,7.34,187.1,29.72,6.56,24.65,60.3,7.74,18.13,42.3,42.2,48.98,1,80.5
2025-06-09,South,53.4,Critical,28.39,6.02,240.7,48.66,7.19,19.7,68.2,16.34,10.93,51.8,49.6,49.53,1,90.81
2025-06-10,South,47.0,Warning,24.3,6.62,196.5,10.33,9.81,29.29,78.1,4.53,17.59,53.4,54.9,48.4,1,83.15
2025-06-11,South,47.2,Warning,23.1,6.58,274.3,35.27,8.98,20.01,65.0,11.43,16.66,47.0,49.5,48.07,3,92.56
2025-06-12,South,51.1,Critical,22.48,6.33,137.4,5.89,6.95,18.83,56.5,18.7,8.61,47.2,46.5,48.73,4,88.09
2025-06-13,South,47.9,Warning,20.68,7.57,157.2,24.47,8.43,21.65,42.3,7.48,18.89,51.1,48.3,48.68,1,95.7
2025-06-14,South,50.0,Warning,27.33,6.23,256.2,40.34,8.01,34.81,53.0,18.83,18.29,47.9,42.3,49.78,4,81.35
2025-06-15,South,61.1,Critical,25.19,6.36,294.1,10.1,7.02,29.76,68.2,8.45,6.93,50.0,51.8,51.1,4,81.48
2025-06-16,South,49.6,Warning,26.05,7.03,248.0,33.38,7.75,28.8,45.8,11.91,3.44,61.1,53.4,50.55,3,99.03
2025-06-17,South,49.3,Warning,22.97,6.18,219.8,33.06,8.24,20.35,40.6,19.3,5.02,49.6,47.0,50.87,2,89.01
2025-06-18,South,48.1,Warning,26.72,7.17,205.2,16.23,5.01,18.48,44.7,8.98,12.25,49.3,47.2,50.99,3,94.73
2025-06-19,South,55.3,Critical,28.83,6.41,217.5,36.55,8.4,23.16,40.6,11.66,5.06,48.1,51.1,51.59,4,98.79
2025-06-20,South,50.9,Critical,22.2,7.45,223.4,38.27,6.07,28.3,59.9,14.86,6.54,55.3,47.9,52.03,4,94.97
2025-06-21,South,48.8,Warning,29.15,6.87,151.7,24.55,8.62,15.18,63.6,12.27,12.75,50.9,50.0,51.87,2,94.02
2025-06-22,South,58.9,Critical,22.04,7.31,263.7,7.25,9.56,15.59,54.2,0.32,1.54,48.8,61.1,51.56,2,81.25
2025-06-23,South,59.7,Critical,24.59,7.47,221.3,35.28,5.41,34.03,73.5,16.1,16.46,58.9,49.6,53.01,3,85.67
2025-06-24,South,49.8,Warning,27.87,6.79,202.7,16.4,9.94,20.83,70.8,8.55,4.12,59.7,49.3,53.09,3,90.77
2025-06-25,South,43.8,Warning,22.69,6.74,279.1,34.99,8.94,24.09,65.2,4.97,14.11,49.8,48.1,52.47,2,89.99
2025-06-26,South,58.4,Critical,25.35,6.29,256.8,23.87,7.5,30.7,64.0,4.02,11.8,43.8,55.3,52.92,3,81.12
2025-06-27,South,50.2,Critical,24.91,7.85,121.1,39.4,7.05,28.1,50.4,3.19,3.21,58.4,50.9,52.81,1,95.73
2025-06-28,South,57.8,Critical,29.43,7.49,244.1,42.19,7.23,31.12,40.3,18.49,8.87,50.2,48.8,54.09,2,90.71
2025-06-29,South,44.3,Warning,23.57,6.71,265.7,40.52,6.54,33.28,78.1,6.53,7.09,57.8,58.9,52.0,2,85.43
2025-06-30,South,58.8,Critical,22.32,6.64,280.7,8.49,9.14,21.98,60.9,15.89,17.69,44.3,59.7,51.87,4,97.18
2025-07-01,South,48.6,Warning,27.48,6.88,222.1,12.22,8.37,18.59,67.8,4.59,2.35,58.8,49.8,51.69,1,94.81
2025-07-02,South,58.5,Critical,28.63,7.06,257.9,18.36,7.71,21.9,56.6,14.65,17.63,48.6,43.8,53.8,2,87.09
2025-07-03,South,55.2,Critical,21.05,6.44,203.8,32.35,6.23,16.15,55.6,4.68,4.39,58.5,58.4,53.35,4,91.44
2025-07-04,South,50.6,Critical,29.86,6.83,250.8,44.22,8.39,23.24,70.1,4.07,6.55,55.2,50.2,53.41,1,97.41
2025-07-05,South,53.6,Critical,26.31,7.07,123.1,32.25,5.59,21.74,45.7,13.84,4.13,50.6,57.8,52.81,1,95.3
2025-07-06,South,59.3,Critical,26.79,7.55,290.3,39.94,8.06,32.15,66.9,8.16,17.71,53.6,44.3,54.96,3,93.77
2025-07-07,South,56.7,Critical,22.53,6.02,244.7,29.1,9.18,31.43,73.7,9.7,6.67,59.3,58.8,54.65,1,90.63
2025-07-08,South,59.3,Critical,25.11,7.64,180.9,26.8,5.07,23.19,65.9,0.31,5.62,56.7,48.6,56.19,2,81.34
2025-07-09,South,66.5,Critical,28.77,6.78,208.4,48.56,5.33,27.97,43.0,7.51,16.08,59.3,58.5,57.33,3,84.63
2025-07-10,South,49.1,Warning,29.43,6.09,189.3,8.15,8.65,27.17,68.3,7.49,7.39,66.5,55.2,56.46,3,93.13
2025-07-11,South,65.3,Critical,27.09,6.02,143.5,34.78,7.42,15.11,72.2,15.46,10.97,49.1,50.6,58.55,1,91.62
2025-07-12,South,57.9,Critical,24.26,7.1,204.2,20.76,8.39,30.17,40.6,4.14,14.26,65.3,53.6,59.17,3,83.4
2025-07-13,South,53.2,Critical,21.95,7.78,250.0,45.87,8.79,26.94,66.2,17.78,11.58,57.9,59.3,58.29,2,95.17
2025-07-14,South,51.3,Critical,23.07,6.83,242.6,22.38,7.94,18.71,64.0,17.23,17.37,53.2,56.7,57.52,2,90.14
2025-07-15,South,57.2,Critical,21.88,6.15,239.2,22.23,9.11,28.19,71.8,5.44,13.85,51.3,59.3,57.22,3,92.74
2025-07-16,South,63.0,Critical,27.48,6.45,205.7,42.17,7.32,20.57,66.2,16.48,1.26,57.2,66.5,56.72,1,96.3
2025-07-17,South,58.1,Critical,27.78,7.52,137.5,8.98,8.49,22.37,57.3,0.62,5.19,63.0,49.1,58.0,2,88.3
2025-07-18,South,66.5,Critical,28.88,7.65,226.0,43.62,8.92,23.58,48.0,10.28,14.72,58.1,65.3,58.18,3,99.92
2025-07-19,South,51.9,Critical,28.25,7.69,149.8,30.95,5.34,16.9,80.0,6.53,14.96,66.5,57.9,57.32,4,93.49
2025-07-20,South,59.4,Critical,20.06,6.93,214.2,18.68,6.59,34.22,75.7,16.98,8.12,51.9,53.2,58.21,2,86.26
2025-07-21,South,53.4,Critical,26.54,6.46,102.9,39.4,8.12,30.25,41.6,16.74,12.39,59.4,51.3,58.52,3,98.77
2025-07-22,South,61.8,Critical,24.15,6.8,178.1,8.12,8.19,29.66,67.0,2.77,11.58,53.4,57.2,59.17,4,91.94
2025-07-23,South,64.7,Critical,29.28,7.86,168.4,28.75,6.06,34.91,79.2,12.99,16.09,61.8,63.0,59.4,4,98.8
2025-07-24,South,58.4,Critical,25.04,7.9,266.6,21.31,9.32,17.2,77.0,12.63,1.09,64.7,58.1,59.44,3,93.94
2025-07-25,South,47.7,Warning,26.49,6.55,131.2,33.62,8.0,18.59,68.2,9.1,13.36,58.4,66.5,56.76,1,98.97
2025-07-26,South,62.0,Critical,20.61,7.37,105.0,12.71,7.27,24.1,67.4,18.2,12.78,47.7,51.9,58.19,2,88.04
2025-07-27,South,63.4,Critical,21.54,7.15,155.4,46.46,7.92,26.86,54.2,1.04,0.63,62.0,59.4,58.77,4,84.62
2025-07-28,South,63.5,Critical,29.16,7.23,149.3,36.08,7.98,25.03,79.0,13.67,7.51,63.4,53.4,60.2,3,85.73
2025-07-29,South,67.9,Critical,28.03,7.99,106.0,45.38,8.11,34.47,58.6,16.95,1.25,63.5,61.8,61.08,4,86.95
2025-07-30,South,56.6,Critical,24.35,6.79,233.9,45.14,6.53,26.04,71.6,8.32,3.36,67.9,64.7,59.94,3,89.38
